id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
12180,Star Wars: The Clone Wars,2008-08-05,"['Animation', 'Action', 'Science Fiction', 'Adventure']",English,6.1,1768.0,18.946,"As the Clone Wars sweep through the galaxy, the heroic Jedi Knights struggle to maintain order and restore peace. More and more systems are falling prey to the forces of the dark side as the Galactic Republic slips further and further under the sway of the Separatists and their never-ending droid army. Anakin Skywalker and his Padawan learner Ahsoka Tano find themselves on a mission with far-reaching consequences, one that brings them face-to-face with crime lord Jabba the Hutt. But Count Dooku and his sinister agents, including the nefarious Asajj Ventress, will stop at nothing to ensure that Anakin and Ahsoka fail at their quest. Meanwhile, on the front lines of the Clone Wars, Obi-Wan Kenobi and Master Yoda lead the massive clone army in a valiant effort to resist the forces of the dark side...",8500000.0,"['Lucasfilm Ltd.', 'Lucasfilm Animation', 'Warner Bros. Pictures']",68282844.0,98.0,Prepare to see Star Wars like you've never seen it before.,2008,08
290512,The Mountain Between Us,2017-10-05,"['Drama', 'Adventure', 'Romance']",English,6.6,2153.0,18.943,"Stranded on a mountain after a tragic plane crash, two strangers must work together to endure the extreme elements of the remote, snow-covered terrain. When they realize help is not coming, they embark on a perilous journey across hundreds of miles of wilderness, pushing each other to survive and discovering their inner strength.",35000000.0,"['Chernin Entertainment', '20th Century Fox', 'Fox 2000 Pictures']",62832209.0,109.0,What if your life depended on a stranger?,2017,10
11411,Superman IV: The Quest for Peace,1987-07-24,"['Action', 'Adventure', 'Science Fiction']",English,4.5,1081.0,18.932,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",17000000.0,"['Cannon Group', 'London-Cannon Films', 'Golan-Globus Productions', 'Warner Bros. Pictures', 'DC Comics']",19300000.0,90.0,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",1987,07
81481,Silenced,2011-09-22,['Drama'],Korean,8.1,492.0,18.931,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2200000.0,"['Sangeori Pictures', 'Fantagio', 'CJ Entertainment']",31500000.0,125.0,"The hideous truth, concealed far too long.",2011,09
11134,Police Story 3: Super Cop,1992-07-04,"['Action', 'Crime', 'Thriller']",cn,6.8,403.0,18.926,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,900000.0,"['Orange Sky Golden Harvest', 'Golden Way Films Ltd.']",20483423.0,95.0,"There's never a cop around when you need one, but when this cop's around, all you need is one.",1992,07
192,The Name of the Rose,1986-09-24,"['Drama', 'Thriller', 'Mystery']",English,7.5,2648.0,18.922,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable.",18000000.0,"['Cristaldifilm', 'Les Films Ariane', 'ZDF', 'RAI', 'Constantin Film']",77200000.0,130.0,"Who, in the name of God, is getting away with murder?",1986,09
474395,Teen Titans Go! To the Movies,2018-07-27,"['Animation', 'Action', 'Comedy', 'Science Fiction']",English,7.3,1009.0,18.92,"All the major DC superheroes are starring in their own films, all but the Teen Titans, so Robin is determined to remedy this situation by getting over his role as a sidekick and becoming a movie star. Thus, with a few madcap ideas and an inspirational song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams.",10000000.0,"['Warner Bros. Animation', 'DC Entertainment']",28646544.0,84.0,The superhero movie to end all superhero movies. Hopefully.,2018,07
820,JFK,1991-12-20,"['Drama', 'Thriller', 'History']",English,7.6,1805.0,18.918,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,40000000.0,"['Ixtlan Productions', 'Warner Bros. Pictures', 'Canal+', 'Regency Enterprises', 'Alcor Films', 'Camelot Pictures']",205405498.0,189.0,The story that won't go away.,1991,12
521777,Good Boys,2019-08-14,['Comedy'],English,6.8,1634.0,18.908,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,20000000.0,"['Good Universe', 'Point Grey Pictures']",111037232.0,89.0,You Must Be This Tall to See This Movie,2019,08
517814,Capernaum,2018-09-20,['Drama'],Arabic,8.2,1482.0,18.907,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",4000000.0,"['Boo Pictures', 'Mooz Films', 'Cedrus Invest Bank', 'Clandestino Filmes', 'DFI', 'KNM Films', 'Les Films des Tournelles', 'Louverture Films', 'Open City Films', 'Sunnyland Film', 'The Bridge Production']",64978931.0,126.0,It takes courage to hope.,2018,09
9428,The Royal Tenenbaums,2001-10-05,"['Comedy', 'Drama']",English,7.5,4071.0,18.897,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",21000000.0,"['Touchstone Pictures', 'American Empirical Pictures']",71441250.0,110.0,Family Isn't A Word ... It's A Sentence.,2001,10
40805,The Green Hornet,2011-01-12,"['Action', 'Crime', 'Comedy']",English,5.6,2916.0,18.893,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",120000000.0,"['Original Film', 'Reliance Big Entertainment', 'Sony Pictures', 'Columbia Pictures']",227817248.0,119.0,Breaking the Law to Protect It.,2011,01
14444,The Rugrats Movie,1998-11-20,"['Family', 'Animation', 'Comedy', 'Adventure']",English,6.2,504.0,18.891,"Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Chuckie, Phil, and Lil to return his baby brother to the hospital. However, they inadvertently get lost in the woods during their trip.",30000000.0,"['Klasky-Csupo', 'Nickelodeon Movies', 'Paramount']",100491683.0,79.0,An adventure for anyone who's ever worn diapers.,1998,11
150,48 Hrs.,1982-12-07,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",English,6.7,1268.0,18.889,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",12000000.0,['Paramount'],78868508.0,96.0,One Cop. One Con. No Mercy.,1982,12
3082,Modern Times,1936-02-05,"['Comedy', 'Drama']",English,8.3,3295.0,18.882,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,1500000.0,"['Charles Chaplin Productions', 'United Artists']",1800000.0,87.0,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",1936,02
10314,She's All That,1999-01-29,"['Comedy', 'Romance']",English,6.3,1883.0,18.873,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",10000000.0,"['Tapestry Films', 'FilmColony', 'Miramax']",103166989.0,95.0,These two opposites attract... but EVERYONE'S trying to keep them apart!,1999,01
339259,The Man with the Iron Heart,2017-05-25,"['War', 'Action', 'History', 'Thriller']",English,6.6,691.0,18.87,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich, head of the SS, the Gestapo and the architect of the Final Solution.",32679734.0,"['Red Crown Productions', 'Nexus Factory', 'Légende Films', 'Cutting Edge Group', 'Echo Lake Entertainment', 'FilmNation Entertainment', 'Lantern Entertainment', 'The Weinstein Company', 'Mars Films', 'France 2 Cinéma', 'Carmel Productions', 'C2M Productions', 'HHHH', 'Canal+', 'Ciné+', 'France Télévisions', 'Taxshelter. be', 'BNP Paribas Fortis']",4412639.0,120.0,The true story of how the architect of the Holocaust was assassinated,2017,05
466081,The Informer,2019-08-30,"['Drama', 'Crime', 'Thriller']",English,6.5,699.0,18.865,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",60000000.0,"['Thunder Road', 'The Fyzz', 'Maddem Films']",2927708.0,109.0,Choose your enemies wisely,2019,08
11676,Nothing to Lose,1997-07-18,"['Comedy', 'Crime']",English,6.5,515.0,18.864,"Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.",25000000.0,"['Touchstone Pictures', 'O Entertainment']",44480039.0,97.0,"When the odds are against you, sometimes the only bet is yourself.",1997,07
62764,Mirror Mirror,2012-03-15,"['Adventure', 'Comedy', 'Family', 'Fantasy']",English,5.9,2989.0,18.86,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",85000000.0,"['Misher Films', 'Relativity Media', 'Yucaipa Films', 'Goldmann Pictures', 'Rat Entertainment', 'Misha Films']",183018522.0,106.0,The Snow White legend comes alive.,2012,03
2026,Hostage,2005-03-10,"['Action', 'Thriller', 'Crime']",English,6.3,1449.0,18.86,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",52000000.0,"['Yari Film Group', 'Miramax', 'Cheyenne Enterprises', 'Stratus Film Co.', 'Syndicate Films International', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Hostage GmbH']",77944725.0,113.0,Every second counts.,2005,03
746,The Last Emperor,1987-10-04,"['Drama', 'History']",English,7.6,1440.0,18.86,"A dramatic history of Puyi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",23000000.0,"['Hemdale Film Corporation', 'Soprofilms', 'TAO Film', 'Yanco', 'Columbia Pictures', 'Recorded Picture Company']",43984230.0,163.0,"1500 slaves. 353,260,000 royal subjects. Warlords. Concubines. And 2 wives. He was the loneliest boy in the world.",1987,10
688,The Bridges of Madison County,1995-05-28,"['Drama', 'Romance']",English,7.7,1872.0,18.854,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,24000000.0,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros. Pictures']",182016617.0,135.0,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,1995,05
22972,Green Zone,2010-03-11,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']",English,6.5,1976.0,18.852,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",100000000.0,"['Universal Pictures', 'StudioCanal', 'Relativity Media', 'Working Title Films', 'dentsu', 'Atresmedia', 'Kanzaman Productions']",94882889.0,115.0,Chief Warrant Officer Roy Miller is done following orders,2010,03
1683,The Reaping,2007-04-05,['Horror'],English,5.7,720.0,18.845,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",40000000.0,"['Dark Castle Entertainment', 'Chime Films', 'Eyetronics', 'Village Roadshow Pictures', 'Warner Bros. Pictures']",62771059.0,99.0,What Hath God Wrought?,2007,04
559907,The Green Knight,2021-07-29,"['Adventure', 'Drama', 'Fantasy']",English,6.6,1523.0,18.837,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",15000000.0,"['A24', 'Bron Studios', 'Sailor Bear', 'Ley Line Entertainment', 'Wild Atlantic Pictures', 'Creative Wealth Media Finance']",18888418.0,130.0,When honor was everything.,2021,07
788,Mrs. Doubtfire,1993-11-24,"['Comedy', 'Drama', 'Family']",English,7.2,5504.0,18.837,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",25000000.0,"['20th Century Fox', 'Blue Wolf Productions']",441286195.0,125.0,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,1993,11
416234,Winchester,2018-02-02,"['Horror', 'Thriller']",English,5.9,1605.0,18.833,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",3500000.0,"['Imagination Design Works', 'Blacklab Entertainment', 'Lionsgate', 'CBS Films', 'Screen Australia', 'Screen Queensland', 'Film Victoria', 'Eclipse Pictures']",44019588.0,100.0,Terror is building.,2018,02
1904,Memoirs of a Geisha,2005-12-06,"['Drama', 'Romance', 'History']",English,7.7,2711.0,18.829,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",85000000.0,"['Columbia Pictures', 'DreamWorks Pictures', 'Spyglass Entertainment', 'Amblin Entertainment', 'Red Wagon Entertainment', ""United Performers' Studio"", 'StudioCanal']",162242962.0,146.0,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",2005,12
9441,Stepmom,1998-12-25,"['Drama', 'Romance', 'Comedy']",English,7.2,1279.0,18.819,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",50000000.0,"['1492 Pictures', 'Columbia Pictures']",159710793.0,125.0,Be there for the joy. Be there for the tears. Be there for each other.,1998,12
6623,The Peacemaker,1997-09-26,"['Action', 'Thriller']",English,6.0,844.0,18.819,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",50000000.0,['DreamWorks Pictures'],110463140.0,124.0,How do you get the world's attention?,1997,09
18009,Leprechaun 2,1994-04-08,"['Comedy', 'Horror']",English,5.5,265.0,18.818,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",2000000.0,['Planet Productions'],2260622.0,85.0,This time... luck has nothing to do with it.,1994,04
2614,Innerspace,1987-06-30,"['Action', 'Comedy', 'Science Fiction']",English,6.8,1088.0,18.818,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",27000000.0,"['Amblin Entertainment', 'The Guber-Peters Company', 'Warner Bros. Pictures']",25893810.0,120.0,This summer take a trip you'll never forget.,1987,06
2924,Backdraft,1991-05-24,"['Crime', 'Drama', 'Thriller', 'Action']",English,6.6,1229.0,18.817,Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,75000000.0,"['Trilogy Entertainment Group', 'Imagine Entertainment', 'Universal Pictures']",152368585.0,137.0,"Silently behind a door, it waits.",1991,05
10708,Daddy Day Care,2003-05-09,"['Comedy', 'Family']",English,5.9,1918.0,18.816,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",60000000.0,"['Revolution Studios', 'Davis Entertainment']",164433867.0,92.0,Who's your daddy?,2003,05
6069,The Witches of Eastwick,1987-06-12,"['Comedy', 'Fantasy']",English,6.5,1216.0,18.816,Three single women in a picturesque Rhode Island village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives.,22000000.0,"['Kennedy Miller Productions', 'The Guber-Peters Company', 'Warner Bros. Pictures']",63766510.0,118.0,Three beautiful women. One lucky devil.,1987,06
2108,The Breakfast Club,1985-02-15,"['Comedy', 'Drama']",English,7.8,7303.0,18.814,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",1000000.0,"['Universal Pictures', 'A&M Films', 'Channel Productions']",51525171.0,98.0,"They only met once, but it changed their lives forever.",1985,02
17431,Moon,2009-06-12,"['Science Fiction', 'Drama']",English,7.6,5118.0,18.809,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",5000000.0,"['Lunar Industries', 'Liberty Films', 'Xingu Films', 'Limelight Fund', 'Stage 6 Films', 'Sony Pictures Classics', 'Independent']",9760104.0,97.0,The last place you'd ever expect to find yourself.,2009,06
9255,Hot Shots! Part Deux,1993-05-21,"['Action', 'Comedy', 'War']",English,6.5,1627.0,18.806,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm.",25000000.0,"['Sidley Wright & Associates', '20th Century Fox']",133752825.0,86.0,Just deux it.,1993,05
430040,The Hurricane Heist,2018-02-28,"['Action', 'Crime', 'Thriller']",English,5.7,910.0,18.804,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,35000000.0,"['Foresight Unlimited', 'Parkside Pictures', 'Signature Pictures', 'Tadross Media Group', 'DNEG', 'Metrol Technology', 'Lipsync Productions', 'Dream Team Films', 'Head Gear Films', 'Windfall Films', 'Almost Never Films']",32517248.0,103.0,The storm of the century... the heist of a lifetime.,2018,02
68,Brazil,1985-02-20,"['Comedy', 'Science Fiction']",English,7.7,2943.0,18.793,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",15000000.0,['Embassy International Pictures'],9900000.0,143.0,It's only a state of mind.,1985,02
4442,The Brothers Grimm,2005-08-26,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",English,5.8,2480.0,18.787,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",88000000.0,"['Revolution Sun Studios', 'The Weinstein Company', 'Summit Entertainment', 'Atlas Entertainment', 'Mosaic Media Group', 'Reforma Films', 'Dimension Films', 'Metro-Goldwyn-Mayer']",105316267.0,118.0,Eliminating Evil Since 1812.,2005,08
319,True Romance,1993-09-09,"['Action', 'Crime', 'Romance']",English,7.5,2375.0,18.785,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",12500000.0,"['Morgan Creek', 'Davis Films', 'August Entertainment', 'Warner Bros. Pictures']",12600000.0,120.0,"Stealing, cheating, killing. Who said romance was dead?",1993,09
467909,In the Heights,2021-06-10,"['Drama', 'Music', 'Romance']",English,7.3,591.0,18.779,"The story of Usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the Dominican Republic or staying in Washington Heights.",55000000.0,"['Likely Story', 'SGS Pictures', '5000 Broadway Productions', 'Barrio Grrrl!', 'Endeavor Content']",43000000.0,143.0,The time has come.,2021,06
17927,Fired Up!,2009-02-20,['Comedy'],English,6.1,562.0,18.775,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.,20000000.0,"['Weinstock Productions', 'Screen Gems', 'Moving Pictures, DPI', 'Gross Entertainment']",18599102.0,90.0,2 Guys. 300 Girls. You Do the Math.,2009,02
38317,Zookeeper,2011-07-06,"['Comedy', 'Romance', 'Family']",English,5.4,1477.0,18.77,"Kindhearted Griffin Keyes is one of the best-loved caretakers at the Franklin Park Zoo, but since he is more comfortable with the animals than with females of his own species, his love life is lacking. When Griffin decides that the only way to get a girlfriend is to find a more-glamorous career, the animals panic. To keep him from leaving, they reveal their secret ability to talk and offer to teach him the rules of courtship, animal-style.",80000000.0,"['Broken Road Productions', 'Zookeeper Productions', 'Hey Eddie', 'Happy Madison Productions', 'Metro-Goldwyn-Mayer']",169852759.0,102.0,Welcome to his jungle.,2011,07
50839,Margin Call,2011-02-11,"['Thriller', 'Drama']",English,6.8,1542.0,18.755,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,3500000.0,"['Before the Door Pictures', 'Benaroya Pictures', 'Washington Square Films', 'Myriad Pictures', 'Untitled Entertainment']",19504039.0,107.0,Be first. Be smarter. Or cheat.,2011,02
169881,The Physician,2013-12-25,"['Adventure', 'Drama', 'History']",English,7.3,973.0,18.754,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",36000000.0,"['Pixomondo', 'UFA Cinema', 'CinePostproduction', 'Beta Cinema', 'Cine Mobil', 'ARD Degeto', 'ARD']",57284237.0,155.0,A journey out of darkness into light,2013,12
37056,Letters to Juliet,2010-05-13,"['Comedy', 'Drama', 'Romance']",English,7.0,2658.0,18.753,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",30000000.0,"['Summit Entertainment', 'Applehead Pictures']",82148538.0,105.0,What if you had a second chance to find true love?,2010,05
340945,USS Indianapolis: Men of Courage,2016-09-22,"['Action', 'War']",English,5.9,545.0,18.752,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",40000000.0,"['Union Patriot Capital Management', 'Saturn Films', 'Patriot Pictures', 'Hannibal Pictures', 'MVP Films', 'USS Indianapolis Production']",2158568.0,128.0,"1196 men aboard, 5 days in water, 317 survived",2016,09
96,Beverly Hills Cop II,1987-05-18,"['Action', 'Comedy', 'Crime']",English,6.5,2086.0,18.752,"Axel heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin—and the chase is on.",28000000.0,"['Eddie Murphy Productions', 'Paramount', 'Don Simpson/Jerry Bruckheimer Films']",299965036.0,103.0,The Heat's Back On!,1987,05
12620,The House Bunny,2008-08-22,"['Romance', 'Comedy']",English,5.7,1743.0,18.751,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",25000000.0,"['Alta Loma Entertainment', 'Columbia Pictures', 'Relativity Media', 'Happy Madison Productions']",70442940.0,97.0,"For the girls of ZETA house college life was no party, until Shelley showed up.",2008,08
10377,My Cousin Vinny,1992-03-13,['Comedy'],English,7.5,1307.0,18.746,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",11000000.0,"['Palo Vista Productions', 'Peter V. Miller Investment Corp.', '20th Century Fox', 'Dale Launer Production']",64088552.0,120.0,"Truth, Justice and the Gambini Way.",1992,03
4147,Road to Perdition,2002-07-12,"['Crime', 'Drama', 'Thriller']",English,7.4,3229.0,18.743,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",80000000.0,"['The Zanuck Company', '20th Century Fox', 'DreamWorks Pictures']",181001478.0,117.0,Pray for Michael Sullivan.,2002,07
21032,Balto,1995-12-22,"['Family', 'Animation', 'Adventure']",English,7.3,1850.0,18.742,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",31000000.0,"['Amblin Entertainment', 'Amblimation', 'Universal Pictures']",11348324.0,78.0,Part Dog. Part Wolf. All Hero.,1995,12
458423,Mamma Mia! Here We Go Again,2018-07-09,"['Comedy', 'Romance']",English,7.1,3049.0,18.738,"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father.",75000000.0,"['Littlestar', 'Playtone']",395044706.0,113.0,Discover how it all began.,2018,07
6557,27 Dresses,2008-01-10,"['Comedy', 'Romance']",English,6.4,2865.0,18.73,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,30000000.0,"['Fox 2000 Pictures', 'Spyglass Entertainment', 'Dune Entertainment III']",160259319.0,111.0,She's about to find the perfect fit.,2008,01
10679,Iron Sky,2012-03-10,"['Action', 'Comedy', 'Science Fiction']",English,5.7,1430.0,18.727,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",7500000.0,"['Blind Spot Pictures', '27 Films Production', 'New Holland Pictures']",10109659.0,93.0,We come in peace!,2012,03
4808,Charade,1963-12-05,"['Comedy', 'Mystery', 'Romance']",English,7.7,1183.0,18.724,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",4000000.0,"['Stanley Donen Films', 'Universal Pictures']",13475000.0,113.0,Is anyone really who they seem to be?,1963,12
